caseId,dateDecision,decisionType,usCite,sctCite,term,naturalCourt,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
2013-014,1/22/14,1,571 U.S. 191,134 S. Ct. 843,2013,1704,12-1128,"MEDTRONIC, INC. v. MIROWSKI FAMILY VENTURES, LLC",11/5/13,,180,,172,,1,0,54,,8,,0,11,3,2,1,4,0,1,0,0,80180,8,2,0,7,,9,900,NA,110,111,1,9,0
2013-016,1/27/14,1,571 U.S. 220,134 S. Ct. 870,2013,1704,12-417,SANDIFER v. UNITED STATES STEEL CORP.,11/4/13,,145,,187,,1,0,68,,27,,0,12,2,1,1,2,0,0,0,0,70040,7,1,0,4,,3,334,NA,105,111,1,9,0
2013-018,2/24/14,2,571 U.S. 263,134 S. Ct. 1081,2013,1704,13-6440,HINTON v. ALABAMA,,,137,,28,1,1,0,302,1,300,1,1,12,2,1,1,5,0,1,0,0,20350,2,2,0,2,7,2,214,NA,,111,1,9,0
2013-022,2/26/14,1,571 U.S. 377,134 S. Ct. 1058,2013,1704,Dec-79,CHADBOURNE & PARKE LLP v. TROICE,10/7/13,,111,,173,,1,0,120,,25,,0,12,2,2,1,2,0,0,0,0,80120,8,2,0,4,,6,600,15-78bb,110,111,1,7,2
2013-024,3/4/14,1,571 U.S. 429,134 S. Ct. 1158,2013,1704,3-Dec,LAWSON v. FMR LLC,11/12/13,,145,,151,,1,0,80,,21,,1,11,3,1,1,4,0,1,0,0,50040,5,2,0,4,,6,600,18-1514A,109,111,1,6,3
2013-025,3/4/14,1,571 U.S. 415,134 S. Ct. 1188,2013,1704,Dec-96,LAW v. SIEGEL,1/13/14,,138,,135,,1,0,48,,29,,0,12,2,1,1,4,0,1,0,0,80030,8,2,0,4,,3,307,NA,105,111,1,9,0
2013-026,3/5/14,1,572 U.S. 1,134 S. Ct. 1224,2013,1704,12-820,LOZANO v. MONTOYA ALVAREZ,12/11/13,,153,,188,,1,0,96,,22,,0,11,2,2,1,2,0,0,0,0,20170,2,2,0,4,,5,509,NA,108,111,1,9,0
2013-027,3/5/14,1,572 U.S. 25,134 S. Ct. 1198,2013,1704,12-138,BG GROUP PLC v. REPUBLIC OF ARGENTINA,12/2/13,,173,,24,,1,0,55,,32,,0,10,3,2,1,3,0,1,0,0,80160,8,1,0,4,,5,509,NA,110,105,1,7,2
2013-034,4/2/14,1,572 U.S. 273,134 S. Ct. 1422,2013,1704,12-462,"NORTHWEST, INC. v. GINSBERG",12/3/13,,104,,130,,1,0,51,,29,,0,12,4,1,1,4,0,1,0,0,100020,10,2,0,4,,6,600,49-41713,112,111,1,9,0
2013-035,4/22/14,1,572 U.S. 291,134 S. Ct. 1623,2013,1704,12-682,SCHUETTE v. COALITION TO DEFEND AFFIRMATIVE ACTION,10/15/13,,19,27,223,,1,0,81,,26,,1,12,3,2,1,3,0,1,0,0,20070,2,1,0,2,,2,231,NA,106,111,1,6,2
2013-038,4/23/14,1,572 U.S. 434,134 S. Ct. 1710,2013,1704,Dec-61,PAROLINE v. UNITED STATES,1/22/14,,126,,27,,1,0,119,,25,,0,2,5,2,1,5,0,1,0,0,80080,8,1,0,4,,6,600,18-2259,106,106,1,5,4
2013-039,4/29/14,1,572 U.S. 489,134 S. Ct. 1584,2013,1704,12-1182,EPA v. EME HOMER CITY GENERATION,12/10/13,,333,,150,,1,0,32,,32,,1,11,8,1,1,4,0,1,0,0,80130,8,2,0,4,,3,304,NA,109,111,1,6,2
2013-044,5/5/14,2,572 U.S. 650,134 S. Ct. 1861,2013,1704,13-551,TOLAN v. COTTON,,,208,,19,51,1,0,121,,25,,1,12,2,1,1,5,0,1,0,0,20400,2,2,0,2,4,3,314,NA,,111,1,9,0
2013-045,5/19/14,1,572 U.S. 663,134 S. Ct. 1962,2013,1704,12-1315,"PETRELLA v. METRO-GOLDWYN-MAYER, INC.",1/21/14,,172,,156,,1,0,48,,29,,0,2,2,2,1,4,0,1,0,0,80190,8,2,0,4,,6,600,17-507,109,105,1,6,3
2013-048,5/27/14,1,572 U.S. 782,134 S. Ct. 2024,2013,1704,12-515,MICHIGAN v. BAY MILLS INDIAN COMMUNITY,12/2/13,,26,27,170,,1,0,82,,26,,0,11,4,2,1,2,0,0,0,0,20160,2,2,0,4,,6,600,25-2701,114,111,1,5,4
2013-049,5/27/14,1,572 U.S. 765,134 S. Ct. 2012,2013,1704,12-1117,PLUMHOFF v. RICKARD,3/4/14,,8,50,129,,1,0,118,,26,,0,12,2,2,1,4,0,1,0,0,20400,2,1,0,4,7,6,600,28-1291,112,111,1,9,0
2013-051,6/2/14,1,572 U.S. 915,134 S. Ct. 2111,2013,1704,12-786,"LIMELIGHT NETWORKS, INC. v. AKAMAI TECHNOLOGIES, INC.",4/30/14,,172,,172,,1,0,80,,8,,1,12,4,1,1,4,0,1,0,0,80180,8,2,0,4,,6,600,35-271,112,111,1,9,0
2013-052,6/2/14,1,572 U.S. 898,134 S. Ct. 2120,2013,1704,13-369,"NAUTILUS, INC. v. BIOSIG INSTRUMENTS, INC",4/28/14,,172,,172,,1,0,96,,8,,0,12,4,1,1,5,0,1,0,0,80180,8,2,0,4,,6,600,35-112,109,111,1,9,0
2013-054,6/9/14,1,573 U.S. 1,134 S. Ct. 2175,2013,1704,13-339,CTS CORP. v. WALDBURGER,4/23/14,,128,,195,,1,0,100,,24,,1,5,3,2,1,3,0,1,0,0,100030,10,2,0,4,7,6,600,42-9658,106,111,1,7,2
2013-055,6/9/14,1,573 U.S. 25,134 S. Ct. 2165,2013,1704,12-1200,EXECUTIVE BENEFITS INS. AGENCY v. ARKISON,1/14/14,,171,,102,,1,0,129,,29,,0,12,2,2,1,2,0,0,0,0,80030,8,2,0,7,1,1,136,NA,108,111,1,9,0
2013-056,6/9/14,7,573 U.S. 41,134 S. Ct. 2191,2013,1704,12-930,SCIALABBA v. CUELLAR DE OSORIO,12/10/13,,19,60,106,,1,0,48,,29,,1,2,3,2,1,4,0,1,0,0,20260,2,1,0,5,4,6,600,Child Status Protection Act  116 STAT 927,114,111,1,5,4
2013-057,6/12/14,1,573 U.S. 102,134 S. Ct. 2228,2013,1704,12-761,POM WONDERFUL LLC v. COCA-COLA CO.,4/21/14,,105,,233,,1,0,48,,29,,0,11,2,1,1,4,0,1,0,0,80170,8,2,0,4,,3,332,NA,106,111,1,8,0
2013-058,6/12/14,1,573 U.S. 122,134 S. Ct. 2242,2013,1704,13-299,CLARK v. RAMEKER,3/24/14,,138,,102,,1,0,133,,27,,0,2,3,1,1,2,0,0,0,0,20010,2,1,0,4,,6,600,11-522,113,111,1,9,0
2013-059,6/16/14,1,573 U.S. 134,134 S. Ct. 2250,2013,1704,12-842,"REPUBLIC OF ARGENTINA v. NML CAPITAL, LTD.",4/21/14,,600,,173,,1,0,96,,22,,0,12,2,1,1,2,0,0,0,0,50040,5,2,0,4,,6,600,28-1330,105,111,1,7,1
2013-062,6/23/14,1,573 U.S. 258,134 S. Ct. 2259,2013,1704,13-317,"HALLIBURTON CO. v. ERICA P. JOHN FUND, INC.",3/5/14,,198,,173,,1,0,120,,25,,0,2,2,2,1,5,0,1,0,0,80120,8,1,0,4,7,3,365,NA,111,111,1,9,0
2013-063,6/23/14,7,573 U.S. 302,134 S. Ct. 2427,2013,1704,12-1146,UTIL. AIR REGULATORY GROUP v. EPA,2/24/14,,216,,333,,1,0,32,,32,,1,11,9,1,1,6,0,0,0,0,80130,8,2,0,4,,3,304,NA,105,111,1,7,2
2013-066,6/25/14,1,573 U.S. 409,134 S. Ct. 2459,2013,1704,12-751,FIFTH THIRD BANCORP v. DUDENHOEFFER,4/2/14,,113,,145,,1,0,104,,26,,0,7,3,2,1,5,0,1,0,0,80090,8,1,0,4,,3,323,NA,110,111,1,9,0
2013-067,6/25/14,1,573 U.S. 431,134 S. Ct. 2498,2013,1704,13-461,"AMERICAN BROADCASTING COS. v. AEREO, INC.",4/22/14,,191,,124,,1,0,96,,22,,1,12,2,2,1,4,0,1,0,0,80200,8,1,0,4,,6,600,17-106,110,111,1,6,3
2013-068,6/26/14,1,573 U.S. 464,134 S. Ct. 2518,2013,1704,12-1168,MCCULLEN v. COAKLEY,1/15/14,,218,,19,26,1,0,80,,21,,0,11,2,2,3,4,0,1,0,0,50020,5,1,0,2,,2,200,NA,111,111,1,9,0
2013-071,6/30/14,1,573 U.S. 616,134 S. Ct. 2618,2013,1704,11-681,HARRIS v. QUINN,1/21/14,,9,17,19,17,1,0,68,,27,,0,10,2,1,3,7,0,1,0,0,70130,7,1,0,2,7,2,200,NA,112,111,1,5,4
2013-074,6/19/14,1,573 U.S. 208,134 S. Ct. 2347,2013,1704,13-298,ALICE CORP. PTY. LTD. v. CLS BANK INT'L,3/31/14,,172,,113,,1,0,55,,8,,1,2,3,2,1,2,0,0,0,0,80210,8,2,0,4,,6,600,35-101,108,111,1,9,0
2014-005,12/9/14,1,574 U.S. 27,135 S. Ct. 513,2014,1704,13-433,"INTEGRITY STAFFING SOLUTIONS, INC. v. BUSK",10/8/14,,151,,145,,1,0,90,,29,,0,12,3,2,1,3,0,1,0,0,70040,7,1,0,4,,3,334,NA,108,111,1,9,0
2014-008,2/25/15,1,574 U.S. 494,135 S. Ct. 1101,2014,1704,13-534,NC BD. OF DENTAL EXAMINERS v. FTC,10/14/14,,4,38,357,,1,0,24,,24,,0,12,2,2,1,2,0,0,0,0,80010,8,2,0,4,7,3,367,NA,106,111,1,6,3
2014-009,1/20/15,1,574 U.S. 318,135 S. Ct. 45,2014,1704,13-854,"TEVA PHARMS. USA, INC. v. SANDOZ, INC.",10/15/14,,172,,143,,1,0,96,,8,,0,10,3,2,1,5,0,1,0,0,80180,8,1,0,7,4,4,400,NA,110,111,1,7,2
2014-012,3/24/15,1,575 U.S. 175,135 S. Ct. 1318,2014,1704,13-435,"OMNICARE, INC. v. LABORERS DIST. COUNCIL CONSTR. INDUS. PENSION FUND",11/3/14,,144,,146,,1,0,73,,26,,0,11,3,2,1,5,0,1,0,0,80120,8,1,0,4,,3,365,NA,114,111,1,9,0
2014-014,1/13/15,1,574 U.S. 259,135 S. Ct. 790,2014,1704,13-684,"JESINOSKI v. COUNTRYWIDE HOME LOANS, INC.",11/4/14,,138,,113,,1,0,83,,28,,0,12,2,1,1,4,0,1,0,0,80170,8,2,,4,,3,373,NA,105,111,1,9,0
2014-017,3/25/15,1,575 U.S. 254,135 S. Ct. 1257,2014,1704,13-895,ALA. LEGISLATIVE BLACK CAUCUS v. ALABAMA,11/12/14,,19,1,28,1,2,1,41,,41,,1,1,,1,1,5,0,1,0,0,20090,2,2,0,1,,2,231,NA,110,106,1,5,4
2014-018,1/26/15,1,574 U.S. 427,135 S. Ct. 926,2014,1704,13-1010,"M&G POLYMERS USA, LLC v. TACKETT",11/10/14,,151,,230,,1,0,104,,26,,0,12,2,2,1,5,0,1,0,0,80090,8,1,0,4,,3,323,NA,108,111,1,9,0
2014-019,3/4/15,1,575 U.S. 21,135 S. Ct. 1136,2014,1704,13-553,"ALA. DEP'T OF REVENUE v. CSX TRANSP., INC.",12/9/14,,7,1,231,,1,0,42,,31,,0,11,4,1,1,4,0,1,0,0,80100,8,2,1,4,,6,600,treatment “discriminates against a rail carrier” in violation of the Railroad Revitalization and Reg,105,111,1,7,2
2014-021,5/18/15,1,575 U.S. 542,135 S. Ct. 1787,2014,1704,13-485,COMPTROLLER OF THE TREASURY v. WYNNE,11/12/14,,19,25,240,,1,0,302,25,300,25,1,12,2,1,3,2,0,0,0,0,80100,8,1,0,2,,1,111,NA,112,111,1,5,4
2014-022,3/9/15,1,575 U.S. 92,135 S. Ct. 1199,2014,1704,13-1041,PEREZ v. MORTGAGE BANKERS ASS'N,12/1/14,,371,,113,,1,0,55,,32,,0,12,3,2,1,3,0,1,0,0,70040,7,2,0,4,7,3,334,NA,113,111,1,9,0
2014-025,3/24/15,1,575 U.S. 138,135 S. Ct. 1293,2014,1704,13-352,"B&B HARDWARE, INC. v. HARGIS INDUS., INC.",12/2/14,,184,,184,,1,0,46,,28,,1,12,2,2,1,4,0,1,0,0,80200,8,1,0,4,,6,600,Lanham Act,112,111,1,7,2
2014-027,3/25/15,1,575 U.S. 206,135 S. Ct. 1338,2014,1704,12-1226,YOUNG v. UPS,12/3/14,,154,,234,,1,0,79,,24,,0,7,2,1,1,5,0,1,0,0,20140,2,2,0,4,,3,384,NA,110,111,1,6,3
2014-028,1/21/15,1,574 U.S. 418,135 S. Ct. 907,2014,1704,13-1211,"HANA FINANCIAL, INC. v. HANA BANK",12/3/14,,172,,172,,1,0,48,,29,,0,2,2,2,1,2,0,0,0,0,80200,8,2,0,7,,9,900,NA,113,111,1,9,0
2014-029,3/3/15,1,575 U.S. 1,135 S. Ct. 1124,2014,1704,13-1032,DIRECT MKTG. ASS'N v. BROHL,12/8/14,,233,,7,7,1,0,52,,30,,0,12,3,2,1,4,0,1,0,0,80100,8,1,0,4,,6,600,Tax Injunction Act,108,111,1,9,0
2014-030,3/9/15,1,575 U.S. 43,135 S. Ct. 1225,2014,1704,13-1080,DOT v. ASS'N OF AM. R.R.,12/8/14,,329,,231,,1,0,55,,32,,0,12,3,1,1,5,0,1,0,0,80220,8,2,0,4,,6,600,"Passenger Rail Investment and Improvement Act, 122 - 4907, sec. 20 (a)",106,111,1,9,0
2014-033,4/22/15,1,575 U.S. 402,135 S. Ct. 1625,2014,1704,13-1074,UNITED STATES v. KWAI FUN WONG,12/10/14,,27,,106,,1,0,108,,29,,1,2,4,1,1,2,0,0,0,0,80060,8,1,0,4,,3,374,NA,114,106,1,5,4
2014-035,5/26/15,1,575 U.S. 650,135 S. Ct. 1970,2014,1704,12-1497,"KELLOGG BROWN & ROOT SERVICES, INC. v. UNITED STATES EX REL. CARTER",1/13/15,,176,,230,,1,0,126,,24,,0,12,3,2,1,7,0,1,0,0,80140,8,1,0,4,,6,600,Wartime Suspension of Limitations Act,112,111,1,9,0
2014-036,6/1/15,1,575 U.S. 798,135 S. Ct. 1980,2014,1704,13-1034,MELLOULI v. LYNCH,1/14/15,,106,,1,,1,0,28,,28,,0,12,9,1,1,3,0,1,0,0,20110,2,2,0,4,,3,344,NA,109,111,1,7,2
2014-040,6/25/15,1,576 U.S. 519,135 S. Ct. 2507,2014,1704,13-1371,"TEXAS DEPARTMENT OF HOUSING AND COMMUNITY AFFAIRS v. INCLUSIVE COMMUNITIES PROJECT, INC.",1/21/15,,7,51,192,,1,0,120,,25,,0,11,4,2,1,2,0,0,0,0,20040,2,2,0,4,,3,342,NA,106,106,1,5,4
2014-042,6/15/15,7,576 U.S. 86,135 S. Ct. 2128,2014,1704,13-1402,KERRY v. DIN,2/23/15,,328,,236,,1,0,50,,29,,1,12,3,2,1,5,0,1,0,0,20310,2,1,0,1,,2,207,NA,105,111,1,5,4
2014-043,5/18/15,1,,135 S. Ct. 1759,2014,1704,13-1333,COLEMAN v. TOLLEFSON,2/23/15,,213,,8,27,1,0,82,,26,,1,2,2,1,1,2,0,0,0,0,20350,2,1,,4,,6,600,28 USC 1915,110,111,1,9,0
2014-045,5/18/15,1,575 U.S. 523,135 S. Ct. 1823,2014,1704,13-550,TIBBLE v. EDISON INTERNATIONAL,2/24/15,,230,,146,,1,0,48,,29,,0,11,2,1,1,5,0,1,0,0,80090,8,2,,4,,3,323,NA,110,111,1,9,0
2014-046,6/1/15,1,575 U.S. 768,135 S. Ct. 2028,2014,1704,14-86,"EQUAL EMPLOYMENT OPPORTUNITY COMMISSION v. ABERCROMBIE & FITCH STORES, INC.",2/25/15,,332,,238,,1,0,106,,30,,0,12,3,1,1,4,0,1,0,0,20060,2,2,0,4,,3,384,NA,105,111,1,8,1
2014-048,6/29/15,1,576 U.S. 787,135 S. Ct. 2652,2014,1704,13-1314,ARIZONA STATE LEGISLATURE v. ARIZONA INDEPENDENT REDISTRICTING COMMISSION,3/2/15,,17,4,4,4,2,1,45,,45,,1,1,2,2,1,2,0,0,0,0,20090,2,2,0,2,4,1,104,NA,109,106,1,5,4
2014-054,4/21/15,1,575 U.S. 373,135 S. Ct. 1591,2014,1704,13-271,"ONEOK, INC., v. LEARJET, INC.",1/12/15,,209,,123,,1,0,90,,29,,0,9,3,1,1,2,0,0,0,0,100030,10,1,0,4,,3,355,NA,110,106,1,7,2
2014-056,1/14/15,1,574 U.S. 293,135 S. Ct. 808,2014,1704,13-975,"T MOBILE SOUTH, LLC v. CITY OF ROSWELL, GEORGIA.",11/10/14,,205,,3,13,1,0,60,,31,,0,12,3,2,1,4,0,1,0,0,80340,8,1,0,4,,6,600,Telecommunications Act of 1996,113,105,1,6,3
2014-057,1/20/15,2,574 U.S. 373,135 S. Ct. 891,2014,1704,14-6873,CHRISTESON v. ROPER,,,126,,28,30,1,0,86,,28,,0,12,9,1,1,4,0,1,0,0,20330,2,2,0,4,7,6,600,Antiterrorism and Effective Death Penalty Act,,111,1,7,2
2014-059,5/18/15,1,575 U.S. 600,135 S. Ct. 1765,2014,1704,13-1412,"CITY AND COUNTY OF SAN FRANCISCO, CALIFORNIA v. SHEEHAN",3/23/15,,3,6,208,,1,0,50,,29,,1,11,7,2,1,9,0,0,0,0,20210,2,2,0,4,,3,300,NA,112,111,1,8,0
2014-060,6/1/15,1,575 U.S. 790,135 S. Ct. 1995,2014,1704,13-1421,"BANK OF AMERICA, N.A. v. CAULKETT",3/24/15,,113,,138,,1,0,56,,31,,0,12,2,2,1,4,0,1,0,0,80030,8,1,0,4,,3,307,NA,108,111,1,9,0
2014-061,6/29/15,1,576 U.S. 743,135 S. Ct. 2699,2014,1704,14-46,MICHIGAN v. ENVIRONMENTAL PROTECTION AGENCY,3/25/15,,28,27,333,,1,0,32,,32,,1,12,2,2,1,4,0,1,0,0,80130,8,1,0,5,,3,304,NA,105,111,1,5,4
2014-063,5/26/15,1,575 U.S. 632,135 S. Ct. 1920,2014,1704,13-896,"COMMIL USA, LLC v. CISCO SYSTEMS, INC.",3/31/15,,172,,205,,1,0,119,,8,,1,11,7,2,1,5,0,1,0,0,80180,8,1,0,4,,6,600,Patent Act,106,106,1,6,2
2014-064,6/22/15,1,576 U.S. 466,135 S. Ct. 2401,2014,1704,13-720,"KIMBLE v. MARVEL ENTERPRISES, INC.",3/31/15,,172,,184,,1,0,45,,29,,0,10,2,2,1,2,0,0,0,0,80180,8,2,0,3,7,6,600,35 USC 154,114,105,1,6,3
2014-065,5/18/15,1,575 U.S. 510,135 S. Ct. 1829,2014,1704,14-400,HARRIS v. VIEGELAHN,4/1/15,,114,,102,,1,0,122,,25,,0,2,3,1,1,4,0,1,0,0,80030,8,2,,4,,3,307,NA,109,111,1,9,0
2014-068,6/22/15,1,576 U.S. 389,135 S. Ct. 2466,2014,1704,14-6368,KINGSLEY v. HENDRICKSON,4/27/15,,110,,19,58,1,0,133,,27,,1,2,2,1,1,5,0,1,0,0,20400,2,2,0,7,4,3,314,NA,110,106,1,5,4
2014-073,3/30/15,2,575 U.S. 312,135 S. Ct. 1372,2014,1704,14-618,WOODS v. DONALD,,,19,27,215,,1,0,81,,26,,0,12,2,2,1,4,0,1,0,0,20330,2,1,,1,,3,341,NA,,111,1,9,0
2014-075,6/1/15,2,575 U.S. 822,135 S. Ct. 2042,2014,1704,14-939,TAYLOR v. BARKES,,,19,9,110,,1,0,54,,23,,1,12,2,2,1,3,0,1,0,0,20400,2,1,0,7,,3,314,NA,,111,1,9,0
2014-077,11/10/14,2,574 U.S. 13,135 S. Ct. 348,2014,1704,14-212,"JEREMY CARROLL v. ANDREW CARMAN, ET UX",,,8,45,174,,1,0,110,,23,,0,12,6,2,1,4,0,1,0,0,20400,2,1,0,4,,3,314,NA,,111,1,9,0
2015-001,12/1/15,1,,136 S. Ct. 390,2015,1704,13-1067,OBB PERSONENVERKEHR AG v. SACHS,10/5/15,,24,,208,,1,0,50,,29,,1,12,3,2,1,3,0,1,0,0,80060,8,1,0,4,,6,600,Foreign Sovereign Immunities Act,111,111,1,9,0
2015-004,12/14/15,1,,135 S. Ct. 1547,2015,1704,14-462,"DIRECTV, INC. v. IMBURGIA",10/6/15,,124,,134,,1,0,302,6,301,6,0,5,2,2,1,4,0,1,0,0,80160,8,1,0,7,4,3,388,NA,110,111,1,6,3
2015-008,1/25/16,1,,136 S. Ct. 760,2015,1704,14-840,FEDERAL ENERGY REGULATORY COMMISSION v. ELECTRIC POWER SUPPLY ASSOCIATION,10/14/15,,344,,148,,1,0,32,,32,,1,11,8,1,1,4,0,1,0,0,80270,8,2,0,5,4,3,336,NA,114,111,1,6,2
2015-015,1/12/16,1,,135 S. Ct. 2833,2015,1704,14-844,BRUCE v. SAMUELS,11/4/15,,215,,336,,1,0,55,,32,,0,2,12,1,1,2,0,0,0,0,20350,2,1,,4,,6,600,Prison Litigation Reform Act,109,111,1,9,0
2015-016,1/20/16,1,,136 S. Ct. 651,2015,1704,14-723,MONTANILE v. BD. OF NATIONAL ELEVATOR INDUSTRY HEALTH BENEFIT PLAN,11/9/15,,208,,146,,1,0,58,,31,,0,2,2,1,1,4,0,1,0,0,80090,8,2,0,4,,3,323,NA,108,111,1,8,1
2015-017,6/16/16,1,,136 S. Ct. 1969,2015,1705,14-916,"KINGDOMWARE TECHNOLOGIES, INC., v. UNITED STATES",2/22/16,,176,,414,,1,0,3,,8,,1,11,2,2,1,4,0,1,0,0,80060,8,1,0,4,,6,600,38 U.S.C. 8127,108,111,1,8,0
2015-018,3/22/16,1,,136 S. Ct. 1036,2015,1705,14-1146,"TYSON FOODS, INC., v. BOUAPHAKEO",11/10/15,,158,,145,,1,0,70,,28,,1,12,2,2,1,2,0,0,0,0,70040,7,2,0,3,7,4,400,NA,106,111,1,6,2
2015-021,5/23/16,1,,136 S. Ct. 1769,2015,1705,14-613,GREEN v. BRENNAN,11/30/15,,145,,412,,1,0,52,,30,,0,2,2,1,1,5,0,1,0,0,20060,2,2,0,4,,3,384,NA,113,111,1,7,1
2015-023,1/25/16,1,,136 S. Ct. 750,2015,1704,14-510,MENOMINEE INDIAN TRIBE OF WISCONSIN v. UNITED STATES,12/1/15,,170,,27,,1,0,55,,32,,1,2,2,1,1,2,0,0,0,0,20150,2,1,0,4,,6,600,25 USC 450,112,111,1,9,0
